Corridor_ID,Region,Length_km,Width_km,Connectivity_Score,Forest_Cover_%,Species_Richness,Endangered_Species,Human_Pressure_Index,Protection_Level,Illegal_Activity_Reports,Community_Involvement,Restoration_Projects,Year_Established,Monitoring_Frequency
1113,Pantanal,136.8763600421658,2.161155950539953,0.5715564656701823,41.52756744324003,458,40,0.6879017155728125,Low,1,Medium,No,2012,Monthly
1114,Atlantic,42.46454092564696,0.6761446684845296,0.3356683724402585,68.24578259077245,114,21,0.4678748373281413,Low,3,High,No,2021,Yearly
1115,Pantanal,85.24234001371154,2.486163992241048,0.16395995125413754,23.933257096016042,420,38,0.43689205156661537,Moderate,1,Low,Yes,2010,Monthly
1116,Cerrado,90.4259221729527,3.832352991397921,0.4683212695789757,86.49126902448523,138,39,0.8018479216779866,Low,0,Medium,No,2011,Quarterly
1117,Atlantic,77.32730830458192,1.682880676113465,0.6704679658272268,96.79897691523892,19,14,0.44873933274529576,Low,1,High,Yes,1991,Yearly
1118,Pantanal,39.739391297395876,4.111073625907873,0.6647762758764215,33.25178436152246,391,34,0.49837747563549173,Moderate,1,High,Yes,1998,Monthly
1119,Cerrado,64.06814863079794,2.9688023076166687,0.014745514460629106,38.00921855276825,52,26,0.3909076114767084,Low,0,Low,Yes,2015,Quarterly
1120,Pantanal,47.09800197300125,3.6482161473717927,0.7554116114616857,95.9086557491009,78,16,0.19628775083959338,Strict,1,Low,Yes,2009,Monthly
1121,Amazon,67.86566572314398,4.498728002998846,0.24116196770088083,33.13161624013313,402,18,0.8489063720034977,Moderate,0,High,Yes,2004,Yearly
1122,Amazon,16.985776765471467,2.462958277090232,0.9221739949143545,28.50705439717749,332,17,0.22071247387422055,Moderate,0,Medium,No,2010,Yearly
1123,Amazon,29.062468230416556,4.240123423088804,0.1384793089652835,83.46090146567643,294,9,0.30168474366804154,Low,2,Low,Yes,2004,Yearly
1124,Atlantic,24.93993850746451,0.7878432170395718,0.3994463878814558,74.21286660276964,11,1,0.5927975146526827,Moderate,1,High,No,2012,Monthly
1125,Atlantic,91.27524341800607,3.914208543375054,0.3122106271300763,74.38939345130082,347,1,0.3261227964339719,Moderate,0,High,No,1994,Yearly
1126,Cerrado,100.10486458032312,4.185076424242889,0.4913667306122531,38.131651023524746,389,48,0.3533771657164586,Moderate,1,High,Yes,2013,Yearly
1127,Atlantic,137.5236238482014,4.526661234658328,0.3135825218563897,50.07348263778753,23,46,0.003883482381150327,Strict,1,High,No,2015,Yearly
1128,Pantanal,43.01351289529199,0.49696505918975364,0.7712381156349736,32.74639921615502,71,26,0.8010172150696732,Moderate,2,High,Yes,1997,Yearly
1129,Atlantic,62.0558739225844,0.6731454765987791,0.38197552610384367,32.92834029670245,64,15,0.4944268012508206,Strict,2,Low,Yes,1997,Yearly
1130,Atlantic,95.2524773750303,0.2108487658229034,0.3501322320330831,59.65459028727811,38,31,0.19621967555952669,Strict,0,Medium,Yes,1995,Monthly
1131,Atlantic,145.904598799859,2.578409840467555,0.9712398236229182,73.81686746806591,270,37,0.7121868562926178,Moderate,0,Low,Yes,2015,Yearly
1132,Amazon,61.7699766161301,1.0450268887926626,0.4034532645884652,45.65773803710235,385,25,0.656003654214731,Moderate,0,High,Yes,2016,Quarterly
1133,Cerrado,46.99429657569778,2.88209096817523,0.1300309176192459,58.02892020063464,247,31,0.3763751421764666,Low,1,Low,Yes,2004,Yearly
1134,Atlantic,61.23021914497029,4.472189127477143,0.2680039479156756,47.868589343135035,206,33,0.5781460603862232,Strict,0,Low,No,2007,Monthly
1135,Cerrado,49.848367750470224,1.702424157738323,0.7234204242928864,93.18252265992007,459,46,0.6666917905606656,Moderate,0,Low,Yes,1991,Yearly
1136,Pantanal,17.33792148759129,0.1262012189609949,0.26185532099328857,76.27274820262056,48,49,0.06198204532973928,Moderate,1,Medium,Yes,2014,Yearly
1137,Cerrado,55.16778353605182,4.460347562169372,0.6804915609699731,70.01223713664443,160,7,0.4176133437964057,Strict,1,High,No,1998,Monthly
1138,Cerrado,89.87210604181605,3.147229755583087,0.9148270247442535,78.42558849454483,232,35,0.524672329260943,Strict,0,High,Yes,2005,Monthly
1139,Atlantic,31.504966768502626,1.0873583066114494,0.3741032510102609,41.43646899307524,261,29,0.7233181638294164,Moderate,2,Low,No,1994,Yearly
1140,Pantanal,125.88108353262339,3.4925645798704053,0.19264761426681243,94.38348640919601,281,4,0.3816844681489804,Strict,1,Low,No,2014,Yearly
1141,Amazon,111.6273259276037,3.200818135508186,0.7167997064858668,35.95913154844904,415,31,0.17076764291636726,Moderate,0,Low,No,2012,Monthly
1142,Pantanal,85.9949053691762,1.9625999081553558,0.43778709630635393,31.046842357229636,228,7,0.0896185952677635,Moderate,2,Low,No,1993,Monthly
1143,Amazon,111.9366826532306,1.1395062211580838,0.046148370315939435,92.48004681247221,422,21,0.8093657831745229,Strict,1,Low,Yes,2020,Yearly
1144,Amazon,50.91654589137168,4.962885903065005,0.5784542389724903,40.7929820273101,462,48,0.4791796784996305,Moderate,0,High,Yes,2008,Monthly
1145,Amazon,34.01953956475105,3.25079854897916,0.5804708493856463,87.8690914386469,253,37,0.22930337474465134,Moderate,1,Medium,No,1997,Yearly
1146,Amazon,127.12969153390662,0.10856399588630691,0.6817061138907085,43.81264004768704,149,46,0.8048343646075331,Strict,0,Low,Yes,2006,Yearly
1147,Cerrado,123.72507609691145,0.7154070655775566,0.735265734178962,43.55785808495181,22,0,0.8119408682880436,Low,2,Medium,No,1994,Quarterly
1148,Amazon,111.71330617774792,1.3123296778383589,0.6456223027724882,96.62226801413988,131,10,0.6512802814429803,Moderate,0,Low,No,2008,Quarterly
1149,Cerrado,42.16472539761227,4.084372208515779,0.3383050701447038,97.2239824491629,135,37,0.12011437507025724,Moderate,1,Low,Yes,2005,Yearly
1150,Pantanal,54.83037637444685,2.4257858193710957,0.8353809048927355,96.94332163463417,401,5,0.3034889059854584,Strict,0,Medium,No,2000,Monthly
1151,Amazon,60.18336318103851,0.3946183518309242,0.9352775268886337,30.976123269445736,119,19,0.8824926822239524,Strict,1,Low,No,1991,Monthly
1152,Atlantic,31.71432036613,1.398956103262645,0.3021004849365577,65.73541871105728,161,19,0.12152372432766045,Strict,0,Medium,No,1994,Quarterly
1153,Amazon,115.2054976859858,4.905503838330207,0.2818324401529899,22.915883697812916,229,17,0.7005522425020727,Strict,1,High,No,2006,Quarterly
1154,Amazon,31.780994280638968,3.8625583501854557,0.5130043943900414,74.9171844769679,302,17,0.2560818119248992,Strict,1,High,No,2004,Yearly
1155,Amazon,37.153852582678375,0.12283028084500737,0.9857673452535337,73.68981372663242,356,6,0.03420372733272892,Low,0,High,Yes,2012,Yearly
1156,Amazon,11.985226726384116,4.2096306093867595,0.16336216956159721,99.3860501597164,173,31,0.6890565864630784,Low,1,Medium,Yes,2007,Monthly
1157,Atlantic,101.1856484855804,1.0421125225161998,0.49494928351478196,90.22557577787133,82,25,0.2649114865868465,Moderate,1,Low,No,1992,Quarterly
1158,Pantanal,139.70479689214076,1.72079415197832,0.19421406066796543,37.4548457067776,24,23,0.7430018466861537,Moderate,3,Low,No,2013,Quarterly
1159,Amazon,75.14584796245616,0.6801031397782515,0.4098905134622306,55.50381906095322,324,47,0.3669927964064611,Low,3,High,Yes,1991,Monthly
1160,Atlantic,135.18045751735642,0.15183725633036382,0.3788689810674819,40.58331577521403,247,11,0.21938278247387422,Low,1,Medium,Yes,2009,Monthly
1161,Atlantic,126.94500694585365,2.5696558814794392,0.5708831682419766,23.81966376668639,270,25,0.9099787412985512,Strict,0,High,No,1997,Quarterly
1162,Pantanal,120.2317388466486,1.501332351232811,0.03463572594915343,50.59744681564226,485,29,0.3552434224857204,Moderate,3,Medium,No,2017,Yearly
1163,Pantanal,29.307847918031943,1.8648145860159422,0.8072534649981493,28.616225089679208,24,17,0.9144851043064015,Strict,2,Low,Yes,1998,Yearly
1164,Pantanal,59.711332629540244,0.9280755989518797,0.7093387234269121,81.19146904291505,109,3,0.9612797702641196,Strict,0,Low,Yes,2019,Yearly
1165,Atlantic,101.25666782816391,4.05161825915289,0.999841805418544,51.15404784180456,411,33,0.40644181468162943,Strict,0,Low,No,2000,Monthly
1166,Cerrado,54.93168425069507,0.9500712097238333,0.2557418891020542,22.499174796576,223,22,0.7183001028886964,Moderate,1,High,Yes,2010,Monthly
1167,Cerrado,108.07921750791074,2.6347619327127156,0.8677991857774149,41.65599098353439,142,28,0.3965547414725602,Moderate,0,Low,Yes,2004,Quarterly
1168,Atlantic,46.65716587784291,2.399977648809817,0.6103516181170933,46.619432180443006,351,8,0.6564448241996838,Strict,0,Medium,Yes,2016,Monthly
1169,Amazon,61.929259889030654,4.6066591159956225,0.23098821461208086,56.25525300787318,154,38,0.7718647106490985,Moderate,0,Medium,No,2015,Quarterly
1170,Atlantic,111.0691462493458,4.939892231762691,0.2957171478225058,74.49564581179835,415,11,0.6384527553487938,Low,1,High,No,2011,Monthly
1171,Atlantic,22.093215170256123,4.5382065494436254,0.020399481204735892,83.0308947409089,94,36,0.2895655603930998,Strict,1,High,No,1996,Quarterly
1172,Pantanal,119.08326464784552,3.694285857926525,0.34354116642063603,98.86448140735375,119,11,0.30816562701029715,Strict,2,High,Yes,1993,Yearly
1173,Pantanal,108.32304431231195,2.2104147773450946,0.899418141071708,88.33808545543005,224,15,0.86170244391289,Strict,0,Medium,No,1992,Yearly
1174,Amazon,70.19612893057275,0.7397066164390569,0.07523530326584404,56.60911839551765,201,18,0.5640501758585384,Strict,3,Low,Yes,2014,Yearly
1175,Atlantic,68.4411834015396,4.362474904027984,0.928084061911629,28.439164497405933,165,11,0.9015744443473271,Strict,0,Medium,No,2010,Quarterly
1176,Amazon,136.4663296251231,3.609623794166514,0.37960531515987284,73.11964669957793,229,0,0.41883157486041234,Low,2,High,Yes,2013,Quarterly
1177,Pantanal,108.85953658191299,0.7458076050481328,0.7408658295749664,53.79061175319013,90,0,0.2632671750191248,Strict,1,Medium,Yes,1990,Yearly
1178,Atlantic,94.92401899425418,0.5313767959774579,0.6585456940734743,52.44753722578794,348,18,0.6082096898433241,Moderate,1,Low,Yes,1996,Monthly
1179,Atlantic,130.30583620267208,3.4040577396761598,0.6724809574891139,47.01992814226641,22,43,0.890011613987839,Moderate,3,Low,No,2014,Quarterly
1180,Cerrado,53.083843136877334,4.539000445716942,0.5483433834959343,33.50812628670023,54,36,0.5013553517707592,Low,1,High,Yes,1994,Monthly
1181,Pantanal,46.57144277780094,1.1478548460041005,0.46430515226543667,27.103524931454217,299,40,0.2778182920508616,Strict,1,Medium,Yes,2001,Yearly
1182,Amazon,35.42247751771301,2.118759088475672,0.9282739608318842,85.5112237491355,248,43,0.2215289307971554,Low,3,High,Yes,2009,Yearly
1183,Atlantic,80.4336741886351,4.8257375925959725,0.6800363782565412,34.797166147639125,191,1,0.44919597212451867,Low,1,High,Yes,2001,Monthly
1184,Pantanal,148.27394610823976,4.73533558358698,0.6146099910789216,75.9869435632072,42,12,0.8543321118034526,Moderate,2,High,No,2017,Quarterly
1185,Amazon,139.62640205867248,3.5236162977518966,0.41824425341360805,78.14094719261755,120,3,0.28567259742645335,Strict,2,High,Yes,2008,Monthly
1186,Cerrado,71.01918904464796,2.422884207037142,0.22507928523273235,44.5878695978336,409,18,0.553725622522044,Strict,2,Medium,No,1996,Yearly
1187,Pantanal,21.144173585478047,1.9271470807464215,0.0018201576980445555,64.4982655475817,52,39,0.17305094381586072,Strict,0,High,No,1993,Monthly
1188,Amazon,131.81574727351023,2.0161303672133557,0.9807191576730977,76.9082558549701,454,44,0.743060432262841,Low,1,Low,Yes,2012,Quarterly
1189,Atlantic,138.77750796871413,2.573917502635489,0.7563737426840272,30.755646822234148,103,32,0.45915967682108794,Strict,1,High,Yes,2018,Yearly
1190,Pantanal,29.84811921714845,3.4696671796165557,0.9939909986211762,33.54825107837221,396,16,0.23859043519190226,Low,0,Low,Yes,2005,Monthly
1191,Cerrado,133.10142383560972,2.6034028971264944,0.7701925422608521,77.40469573634925,356,16,0.7549598873721824,Low,3,Medium,Yes,2007,Monthly
1192,Pantanal,69.7107066149914,1.2256284118100964,0.04552622729191047,42.38916071512819,324,3,0.7280423012233148,Moderate,2,High,Yes,2020,Monthly
1193,Amazon,6.691257460404074,3.790203342987077,0.4440875873831013,28.575526408172138,137,7,0.033560509549750206,Strict,0,Medium,Yes,2000,Quarterly
1194,Amazon,141.75318614911652,2.319229526891309,0.11678281666035517,61.61943521930017,413,29,0.4416685270978612,Low,0,Low,No,2012,Monthly
1195,Pantanal,11.206446566520937,2.908268654589808,0.8012696394074816,84.50898088337362,127,36,0.5930265599407032,Moderate,1,Low,No,2012,Monthly
1196,Pantanal,10.018188384577524,3.9026367414324414,0.18598189897051298,44.49308248504419,264,47,0.255972636429597,Moderate,2,Medium,Yes,2001,Monthly
1197,Amazon,144.7043150622948,1.9816631617870433,0.6576623735834077,40.84257317774136,169,31,0.056291810251827834,Strict,0,High,Yes,1992,Quarterly
1198,Atlantic,36.11505399554707,4.656233332053064,0.6585453100122807,36.621425607084205,414,1,0.28397641776977944,Moderate,3,Medium,No,2009,Monthly
1199,Amazon,85.56640114933036,2.5994111460384812,0.6388849567785164,58.13496235299442,55,24,0.8671294779724872,Moderate,3,High,Yes,2012,Quarterly
1200,Pantanal,141.69145024700163,3.5483518560563416,0.8783545072314064,65.82089088106855,264,25,0.3393296870003202,Low,1,Low,Yes,2022,Quarterly
1201,Atlantic,141.30136849084133,3.8001337696913775,0.7257498218146665,30.765256804169834,462,40,0.7866888902854878,Moderate,2,High,Yes,1991,Yearly
1202,Cerrado,30.24675998771873,1.884776170533825,0.3274892802897742,84.11468237798438,385,12,0.7022219274341507,Low,1,Low,No,2013,Yearly
1203,Amazon,79.46414009029479,1.3647610597778632,0.3147928154515879,62.4059021935734,131,18,0.9586009503079301,Strict,0,Low,No,2008,Quarterly
1204,Cerrado,6.008251345702724,4.624449468059469,0.022293375955976802,65.02093685122148,395,23,0.8720257951221119,Low,0,Medium,Yes,2014,Quarterly
1205,Atlantic,18.105533418290424,1.6360998219964877,0.9082856781172965,29.404699271702484,479,8,0.94158588813429,Low,3,High,No,1994,Yearly
1206,Cerrado,142.4815389979108,0.6366886965503372,0.10347700280307714,69.85962824680405,208,34,0.023294945739498196,Moderate,1,Medium,No,1999,Quarterly
1207,Cerrado,65.19833275666156,2.529204657830703,0.4791213014775967,74.26554272491444,371,31,0.2972937441794916,Strict,1,Medium,No,2018,Yearly
1208,Atlantic,26.777566475808506,4.140936012159817,0.5085002873606475,52.30520290848659,211,0,0.8727513619737421,Moderate,1,High,Yes,1997,Monthly
1209,Atlantic,96.55369308099407,1.4819280590389394,0.4478421154450042,67.93706337179322,445,30,0.37271249399243056,Low,1,Low,No,2007,Yearly
1210,Amazon,30.13285283012877,2.519419659232716,0.5742825986493862,38.67345043127469,497,17,0.05274286459241073,Low,0,High,No,2018,Monthly
1211,Cerrado,147.12059788505135,1.8715615769934597,0.7292534462319044,71.14254918395926,10,14,0.9286173428801386,Low,0,High,No,2002,Quarterly
1212,Pantanal,102.2731398314047,0.22083150381859917,0.196235032686933,62.641586837674126,89,23,0.45199697434730146,Strict,0,Low,No,2022,Monthly
1213,Pantanal,58.45825979180766,0.7741130028536214,0.07369846457348228,66.62402292324063,114,0,0.05180907391035883,Strict,3,Low,Yes,1990,Quarterly
1214,Atlantic,60.2668176300526,4.005373545255521,0.8574202117664125,40.13610278128371,165,14,0.28380870404619285,Strict,1,Low,No,2007,Monthly
1215,Pantanal,137.95539935747405,4.679149773029224,0.4947812608622332,83.12843555133881,377,22,0.8557746133107712,Moderate,0,High,No,2005,Yearly
1216,Amazon,134.7787008955033,0.12101464351396106,0.12735711089738244,86.0769217594415,198,49,0.7896648033763196,Moderate,0,Low,Yes,2013,Monthly
1217,Atlantic,142.74735275478787,4.319836521464388,0.6720730018620997,28.38015163720935,349,19,0.9972464654756144,Moderate,0,High,Yes,2019,Quarterly
1218,Atlantic,70.77893147496998,3.646976839912806,0.2230777421837724,89.41010915827461,419,29,0.4400325303468535,Moderate,1,Low,No,1995,Yearly
1219,Cerrado,128.3586915178153,3.4558606930281077,0.08182637527165926,82.07144946931354,88,12,0.30252349135026335,Strict,2,Low,No,2014,Monthly
1220,Atlantic,75.30109502724204,2.2071567431926438,0.2825716301495371,64.25937621242701,498,4,0.13314807318125876,Strict,0,Low,Yes,2007,Yearly
1221,Pantanal,96.7805669572229,1.7247196118805899,0.2968950020534672,24.40799001561702,136,36,0.29806083969413466,Low,2,High,Yes,1994,Monthly
1222,Atlantic,78.57413201052773,2.1121167040786704,0.8684368676226657,61.86140035316315,103,10,0.19963353988845933,Strict,0,Medium,Yes,2000,Quarterly
1223,Cerrado,93.19257524404861,3.047177612371604,0.3073504963796617,57.48684739156512,277,41,0.6680214905142212,Moderate,4,High,No,1999,Monthly
1224,Amazon,78.873303909408,4.739047725912334,0.7802628243179293,37.87699249406898,136,5,0.7661814999501938,Moderate,2,High,No,2007,Quarterly
1225,Pantanal,27.45208540505526,1.114166915067007,0.5772327240599737,86.68277347920223,139,37,0.803619873924147,Moderate,2,Medium,Yes,2012,Yearly
1226,Atlantic,20.71591148168946,4.8710196338206675,0.09469645096576851,45.64320322212323,211,24,0.7521695370490376,Strict,1,Medium,No,2013,Yearly
1227,Amazon,141.45876701549054,1.2410658298912443,0.15646607349385977,66.42036831428051,100,44,0.49034044188591575,Strict,0,Medium,No,2021,Quarterly
1228,Cerrado,78.9114112825325,4.244271229952542,0.0801156469184221,56.044555196928634,385,37,0.3924631567782292,Strict,0,High,Yes,2022,Quarterly
1229,Cerrado,141.5687411293266,3.334142223218219,0.4014881011407764,90.27753827204768,30,38,0.10015260032104112,Strict,2,Low,No,1997,Yearly
1230,Amazon,104.44340252298505,3.7507002539698133,0.9698888252946599,60.07744658595424,64,39,0.5786477326900975,Moderate,0,Medium,Yes,2004,Quarterly
1231,Cerrado,17.901111690182677,4.174753756772584,0.18079714340483033,42.23981555877898,409,41,0.4528300110676232,Strict,1,Low,Yes,2021,Monthly
1232,Cerrado,34.22653013407434,0.1576161570624655,0.3420970761507992,77.77157828765723,46,42,0.24325524254726238,Low,0,High,No,2020,Yearly
1233,Cerrado,116.32221974031123,3.6485040460529556,0.8200142494000602,81.39165053970844,438,28,0.8025637743191356,Low,2,Medium,Yes,1993,Quarterly
1234,Cerrado,30.783782128238865,4.978874339482298,0.8757893355458805,94.77218879874373,95,36,0.7110768330098015,Strict,0,Low,Yes,2003,Quarterly
1235,Atlantic,6.119885716625209,2.52358177983778,0.7353771763427658,79.69751250379994,304,39,0.5681602281041699,Low,1,Low,Yes,2003,Monthly
1236,Amazon,21.206264970640845,2.755223628658364,0.46708466392748405,23.96723051197891,178,32,0.20051597910298102,Strict,2,Medium,No,2002,Monthly
1237,Amazon,74.12748067166014,0.6193317697181696,0.6488747359975874,86.3262780636506,287,6,0.5700227232927026,Low,1,High,No,2020,Monthly
1238,Cerrado,28.673023254730904,1.7697646230323083,0.45003523440955895,58.585964328755125,58,17,0.2040954196252831,Strict,0,Medium,Yes,2007,Monthly
1239,Cerrado,11.527216375441622,3.1012853444144057,0.8486150012122804,31.69694087556121,474,43,0.7322844094499954,Strict,0,Low,Yes,2009,Monthly
1240,Amazon,112.82097577530665,0.6878599005551894,0.409871428979229,98.27800674868743,154,39,0.17240427267607716,Strict,1,Low,No,2013,Quarterly
1241,Atlantic,145.9564380507456,1.7334505498822137,0.8177940773285501,72.00316781033084,419,34,0.7395432228187786,Moderate,1,Low,No,2005,Yearly
1242,Pantanal,146.8800286688521,1.804735752652575,0.5856755329866922,91.38425237807834,110,9,0.5407602175993658,Low,0,High,Yes,2000,Yearly
1243,Atlantic,135.49764081807936,4.083135633198505,0.521238210104053,34.213296771205215,303,22,0.9766352497249406,Low,0,Low,No,2011,Quarterly
1244,Atlantic,7.781852408321033,2.7344910794852257,0.6564839254003796,82.11485915700112,431,13,0.4669050554362665,Strict,1,Medium,No,2005,Monthly
1245,Pantanal,39.81568614270599,2.8167992885899755,0.2921190343756469,67.72071733370791,306,18,0.23971464167281087,Moderate,3,High,No,1992,Monthly
1246,Cerrado,24.96553785689165,1.4832173648897171,0.39216249904054734,50.90606817808017,134,29,0.8396558961619813,Moderate,0,Low,Yes,2003,Quarterly
1247,Atlantic,97.83047716014052,1.6357913146002354,0.80504404542318,37.093872603898504,115,8,0.5803924621856099,Moderate,0,High,No,2008,Yearly
1248,Cerrado,128.18904674279605,2.3108859868581,0.3839796124709831,47.25984584452277,250,4,0.5368232414902787,Moderate,1,High,Yes,2000,Yearly
1249,Pantanal,87.92579835407592,4.102800975697098,0.6535945173349046,62.72706317523241,332,38,0.10525523792624525,Low,0,Medium,Yes,2003,Quarterly
1250,Atlantic,55.267514572571855,1.6530054592164902,0.6635485742079565,78.64296414524794,125,44,0.38071973211394305,Moderate,0,Medium,No,1991,Monthly
1251,Pantanal,137.22654910052918,1.6753291506910595,0.8697375145470738,54.875561694684194,82,49,0.004645484627566865,Low,0,Medium,No,2003,Yearly
1252,Amazon,78.25156429352343,2.888326301444513,0.443673192025833,51.40299593422638,330,44,0.21553365321599183,Strict,1,High,No,2015,Monthly
1253,Cerrado,30.329342458191046,4.214920750158414,0.9025294329520773,20.684871797615916,449,31,0.5251352251607107,Strict,1,Low,Yes,2002,Quarterly
1254,Atlantic,82.3389972561814,2.569042408985879,0.9930688433455097,95.94420206401108,412,38,0.47332792704562654,Strict,1,High,Yes,2008,Yearly
1255,Amazon,7.628929150137077,0.7290879128927559,0.16919886593002664,81.65767645564496,23,39,0.5673875748762609,Moderate,3,Medium,No,2003,Quarterly
1256,Atlantic,10.584496640042165,4.585164345222658,0.715418873175051,99.6711627630514,497,27,0.8681108091610847,Low,2,High,Yes,2014,Monthly
1257,Cerrado,96.00108979776137,2.408324726805649,0.6983614774573123,93.6266156114352,123,35,0.26011763341976324,Low,0,Low,Yes,2000,Monthly
1258,Cerrado,109.87397809628446,3.891632270614502,0.45614395150903975,89.03880164826367,261,48,0.6770473915043693,Moderate,1,High,Yes,1993,Monthly
1259,Amazon,25.056512861855403,0.31229774521178616,0.3038198580047856,24.646616481074382,239,9,0.5510985837506568,Low,1,High,Yes,2022,Quarterly
1260,Cerrado,82.34533244131572,4.197478420392827,0.02724243115507341,69.24889857551109,75,3,0.8205377088199954,Moderate,0,Low,Yes,1999,Quarterly
1261,Pantanal,117.03158755838732,0.3858533055546023,0.6362208719472954,38.02840985420937,464,36,0.26733177834263033,Moderate,0,Low,Yes,2012,Yearly
1262,Pantanal,132.9390467400024,4.8411563687835,0.315708463936345,90.52349699737124,175,27,0.9902874906461817,Moderate,2,High,No,1997,Monthly
1263,Amazon,73.73307747046657,4.463128842152046,0.5521910103734762,85.58147236613321,52,36,0.6638874146750431,Low,2,High,No,2001,Quarterly
1264,Pantanal,22.71388518838003,1.406289055365575,0.12213546420725618,33.63153404465069,256,49,0.040514351992043784,Moderate,2,Low,No,2007,Monthly
1265,Cerrado,15.032539632098132,1.1953240838036838,0.04427226180624988,82.91760634256295,386,23,0.00464031791831343,Moderate,1,High,Yes,1992,Monthly
1266,Amazon,129.20454394012822,3.9384685918739364,0.8023855585696075,98.95331790017374,263,33,0.8678435405726964,Strict,0,Medium,No,1993,Monthly
1267,Atlantic,16.25574262275873,0.8430378339372036,0.12293865138930615,48.601017541187666,229,42,0.26163161079091524,Strict,3,Medium,Yes,2010,Monthly
1268,Pantanal,123.58060179558447,4.35462554417132,0.1373715950083889,49.21950880689445,403,26,0.23706399566188496,Moderate,0,Medium,Yes,1998,Monthly
1269,Amazon,68.34854905523657,0.25637289577247147,0.5705898057511117,22.010485119892074,354,0,0.549789455066667,Moderate,2,Medium,Yes,2017,Yearly
1270,Amazon,68.28338873990423,3.292911477223683,0.731108249410294,78.16167630504222,134,20,0.16939158661813813,Strict,1,Medium,No,2004,Monthly
1271,Cerrado,80.19549900002959,1.374315120828641,0.007991533945599039,86.15193244138224,31,6,0.28866908446676354,Strict,2,Low,No,2016,Quarterly
1272,Cerrado,24.68854252374691,4.228642265035557,0.44212473571186184,23.729206067756074,84,43,0.5160939848362773,Low,1,High,No,1993,Quarterly
1273,Amazon,112.66895108119594,1.9475905020031685,0.6312510489729758,95.62279690563234,73,39,0.9818785893528661,Low,0,Medium,Yes,2015,Monthly
1274,Pantanal,48.50058458733072,2.2201851899137814,0.7380844735817883,25.877529932710594,113,43,0.15318942946485048,Strict,1,High,No,1991,Monthly
1275,Pantanal,91.67795237908291,0.8132037000776033,0.9479021945217475,65.5088105911272,54,14,0.04194480229268427,Low,1,Low,No,2010,Yearly
1276,Amazon,5.773423316135256,3.168636132431599,0.01611973898154584,94.18763800886248,495,13,0.7080375654534915,Low,0,Low,No,2007,Quarterly
1277,Amazon,45.8201283330456,2.40622706609817,0.8986285115105218,94.26920334244544,211,29,0.6162167333694479,Low,1,Medium,Yes,1991,Yearly
1278,Atlantic,10.869465921873537,0.14259087097698422,0.9666844835828537,30.660796565629376,283,0,0.31329417316369657,Moderate,1,High,No,1996,Quarterly
1279,Atlantic,50.4734987117696,3.6811914039156073,0.8657660532215287,97.70581574265162,78,2,0.2793973237780637,Strict,0,Low,No,2009,Monthly
1280,Pantanal,23.296999385033068,0.7275469151794572,0.9488844002895259,41.634218468184265,20,32,0.8678563008836591,Low,2,Low,No,2005,Monthly
1281,Cerrado,15.156266060107805,2.678081304702414,0.11853633313662215,47.33142945431143,420,10,0.3213213647164813,Strict,2,Low,No,2003,Monthly
1282,Atlantic,127.9567359267207,2.741491606614569,0.9922476026415158,74.00932886465966,382,22,0.5929861780895314,Moderate,0,Medium,No,2021,Monthly
1283,Amazon,57.91059913223277,1.5669870636107337,0.7652161072577774,28.96748155665265,292,40,0.4253627056513205,Low,1,Medium,Yes,2004,Monthly
1284,Atlantic,124.67371888307179,1.220313237352368,0.06948562437431527,62.74373067766249,453,24,0.5274215765310731,Moderate,2,Low,No,2019,Yearly
1285,Cerrado,134.43583870262066,1.6256145334648464,0.6788902173718401,85.27809482432511,429,3,0.888155608078933,Moderate,2,High,No,1996,Quarterly
1286,Cerrado,78.37762735278015,2.0502431786720146,0.7031254266423537,59.6954795026968,450,39,0.4476742950863649,Low,0,Medium,Yes,2013,Yearly
1287,Cerrado,87.3357254202442,4.677946695700191,0.6293514544638996,24.884791450346412,278,48,0.8254425794769632,Moderate,3,Medium,No,2006,Quarterly
1288,Amazon,98.75100054809283,3.3790752538918847,0.8746761749922699,84.40407148082505,120,31,0.6021957299739025,Strict,0,Low,No,2006,Yearly
1289,Pantanal,98.48276072550394,4.830576456092614,0.7487641523135667,39.22356199106395,421,45,0.3635230925731584,Moderate,1,Low,No,1994,Monthly
1290,Cerrado,81.87547981616154,0.5163592952945656,0.1617269127369182,84.45074113649665,331,19,0.024859751428643606,Moderate,3,Medium,Yes,1990,Quarterly
1291,Cerrado,91.1806850729554,0.3228810003118229,0.2501982738172671,95.05296332902752,16,15,0.667436780671422,Low,1,Low,Yes,2010,Quarterly
1292,Pantanal,68.9598221555176,0.3862845560765712,0.46342163585899765,80.38509526711846,105,19,0.6965404389496479,Strict,2,High,No,2019,Yearly
1293,Pantanal,137.84094414216253,4.3101276214502535,0.39481419818926966,22.652152276551423,463,33,0.9929525059014706,Strict,0,High,No,1993,Yearly
1294,Cerrado,109.58877857937635,4.188127833964335,0.6629846226368886,72.76359092839844,412,23,0.7110366938776991,Low,2,Low,Yes,1994,Monthly
1295,Cerrado,50.6636189036094,2.24631938210595,0.13642507369832457,41.7720127992916,24,7,0.81973954727901,Low,1,Medium,Yes,2010,Quarterly
1296,Amazon,53.57876166457752,2.233867104885758,0.35430517471823897,35.91755036863517,352,46,0.16731403532191613,Low,0,High,Yes,2009,Monthly
