Household_ID,Region,Income_Level,Household_Size,Food_Spend_%,Food_Shortage_Days,Child_Malnutrition,Access_Markets,Govt_Assistance,Employment_Status,Water_Access,Crop_Dependence,Seasonal_Food_Security,Food_Diversity_Score,Education_Level
1329,South,Low,1,78.0790284406944,4,Yes,Yes,Yes,Employed,Yes,Medium,No,6.858879393813222,Tertiary
1330,South,Low,4,39.14603386929224,6,Yes,Yes,Yes,Employed,No,High,No,2.0900643226640687,Tertiary
1331,West,Low,2,35.19727517118663,3,No,Yes,Yes,Employed,No,Medium,No,9.83259349243519,Secondary
1332,North,High,6,74.05848983539056,4,Yes,No,No,Unemployed,Yes,Low,No,2.9150160746426996,Secondary
1333,West,Medium,3,85.62914392718683,5,No,Yes,No,Unemployed,No,Medium,No,7.387408725158105,Primary
1334,East,High,2,69.8436070681565,7,Yes,No,No,Employed,Yes,High,Yes,7.763285774751662,Tertiary
1335,South,High,1,23.907785032914582,6,Yes,No,No,Unemployed,Yes,Medium,No,7.839270265019332,Primary
1336,East,Low,6,41.31026348728338,8,No,No,Yes,Employed,Yes,High,No,8.434045089836653,None
1337,North,Low,3,70.75188419477925,5,No,No,No,Employed,No,Medium,No,9.902116727483124,Secondary
1338,North,Medium,4,82.55406517364587,3,No,No,Yes,Employed,No,High,Yes,1.8639109228024167,Tertiary
1339,West,Medium,1,89.88800511597282,5,No,Yes,No,Unemployed,Yes,Medium,No,5.249702327723785,Secondary
1340,North,High,1,50.92487257105486,3,Yes,No,Yes,Employed,Yes,High,Yes,9.773564823413974,None
1341,North,Medium,6,75.80198546735599,4,Yes,Yes,No,Employed,Yes,High,Yes,8.938767822560116,Primary
1342,West,Low,2,13.730531422190726,1,Yes,No,Yes,Unemployed,No,Low,Yes,9.91558344829238,Secondary
1343,West,Low,7,32.86597998039744,3,Yes,No,No,Unemployed,No,Medium,Yes,6.241911001621349,Secondary
1344,West,Low,5,39.721072267799144,2,No,No,Yes,Employed,Yes,High,Yes,7.055644282731092,Tertiary
1345,West,High,7,88.04190762255152,4,No,No,Yes,Unemployed,Yes,Medium,No,3.3742301883380326,Secondary
1346,North,Medium,2,10.271491857188844,4,No,Yes,Yes,Employed,Yes,Medium,No,5.124971576740547,Tertiary
1347,East,Low,1,34.64165902100745,3,No,Yes,No,Employed,Yes,Low,Yes,1.1885392328851956,Primary
1348,West,High,2,84.43298076903231,1,Yes,Yes,Yes,Employed,Yes,High,No,7.477487163337564,Tertiary
1349,North,High,5,34.5342588035209,4,Yes,Yes,Yes,Employed,No,High,No,9.332896394670303,Primary
1350,North,High,4,28.005341265166148,2,No,No,Yes,Employed,Yes,Medium,No,2.0093435907899453,None
1351,North,Medium,3,68.40708091487869,3,Yes,Yes,No,Unemployed,No,Low,No,5.089401328566934,Primary
1352,North,Medium,1,69.62711143998922,1,No,Yes,No,Unemployed,Yes,High,No,6.608506128929792,Primary
1353,North,Medium,2,47.774230611800675,5,Yes,Yes,No,Employed,No,High,Yes,6.689604111446021,None
1354,West,High,1,85.75339758923387,6,No,No,No,Employed,No,Medium,Yes,3.758784962187225,None
1355,West,High,3,26.216566363347347,8,Yes,Yes,No,Unemployed,Yes,High,Yes,1.1780619370148,Secondary
1356,South,Medium,2,83.07326671836779,5,Yes,No,No,Employed,No,Medium,Yes,8.990336901565152,Primary
1357,South,Low,4,70.44064612202365,3,Yes,Yes,Yes,Employed,No,High,No,1.825993584784138,Tertiary
1358,West,Medium,3,39.45666726832379,7,No,Yes,No,Employed,Yes,High,No,2.599117630032125,None
1359,West,High,5,74.55268957786991,7,No,Yes,No,Unemployed,No,Low,Yes,9.665085409762307,None
1360,West,High,5,20.65617411310031,4,No,Yes,No,Employed,No,High,Yes,5.503359429379748,Secondary
1361,East,High,1,20.478599455458184,4,Yes,No,No,Employed,Yes,High,No,8.866332384995546,Primary
1362,West,High,5,84.39497625979247,5,Yes,No,No,Employed,No,Low,Yes,9.072509988355385,Secondary
1363,North,High,2,17.582440627632934,4,Yes,No,Yes,Employed,No,High,No,9.90498957714474,Tertiary
1364,East,High,5,10.326368547952374,4,Yes,Yes,No,Employed,No,Medium,Yes,1.3663125345291953,Primary
1365,East,Medium,4,41.12243932679216,5,Yes,Yes,Yes,Unemployed,Yes,Medium,No,1.4770017272574085,None
1366,North,High,6,18.308077954570223,4,Yes,No,No,Unemployed,Yes,Low,No,2.7164987449934745,Tertiary
1367,North,High,2,79.04291945954009,1,Yes,Yes,Yes,Unemployed,Yes,High,Yes,6.907584708703759,Secondary
1368,South,High,6,83.81548107543463,5,No,No,No,Unemployed,No,Low,Yes,3.3576931120123596,Primary
1369,North,High,1,48.59410914851302,3,No,Yes,No,Unemployed,Yes,Low,No,5.460624919298404,Tertiary
1370,West,High,1,44.037722640802954,6,No,No,No,Employed,Yes,High,Yes,8.077217194807844,None
1371,West,Low,7,53.123142155527354,7,No,No,No,Unemployed,No,High,Yes,2.672126205988077,Secondary
1372,South,Medium,5,28.095569987598896,3,Yes,No,Yes,Employed,Yes,High,No,3.5729610538453764,Secondary
1373,East,Medium,5,33.83726891362688,4,Yes,Yes,Yes,Unemployed,Yes,Low,Yes,7.547730758871312,None
1374,East,Low,1,18.078173638720383,5,No,Yes,Yes,Unemployed,No,Low,Yes,1.069172848856648,Primary
1375,South,Low,2,45.71600728890907,5,Yes,Yes,No,Employed,Yes,Low,No,7.816423923725227,Primary
1376,West,High,3,58.93532980269274,5,Yes,Yes,No,Employed,Yes,High,Yes,7.086503483076901,Secondary
1377,South,Medium,1,84.41789875132815,5,Yes,No,No,Employed,No,Low,No,2.1662746041423,None
1378,West,Medium,7,69.12585365014067,3,No,Yes,Yes,Unemployed,Yes,Low,No,3.1947235528804585,Primary
1379,West,Low,4,67.84509868425494,5,No,No,No,Employed,Yes,High,No,1.138638820775168,Tertiary
1380,North,Medium,2,34.63991696752817,3,Yes,Yes,Yes,Unemployed,No,High,No,6.232719214995918,Primary
1381,South,Medium,3,81.06346380080356,4,No,No,No,Unemployed,No,Low,No,4.573840217913686,Primary
1382,South,High,7,85.75645573439982,7,Yes,No,No,Employed,Yes,Medium,Yes,4.810898492157261,Secondary
1383,West,High,7,84.58103492336296,5,Yes,Yes,No,Employed,No,Low,No,1.9286644817551197,Secondary
1384,West,High,3,13.104242121950804,5,No,Yes,Yes,Unemployed,No,Medium,Yes,4.170783167106783,Secondary
1385,North,Medium,7,58.348050904321724,2,No,No,No,Unemployed,Yes,Low,No,9.270983942085401,Primary
1386,West,Medium,2,61.4580084580236,6,Yes,No,Yes,Employed,No,Medium,No,1.5826268440070699,None
1387,West,High,1,33.60521281732028,2,Yes,Yes,Yes,Employed,No,High,No,9.774623132704585,None
1388,East,High,3,89.39297465263438,1,Yes,No,No,Employed,Yes,High,Yes,8.632086749364142,None
1389,South,Medium,4,33.294996705484714,4,Yes,No,No,Unemployed,No,Low,No,2.826909009421142,Tertiary
1390,North,Medium,6,27.32893265448446,5,No,No,Yes,Employed,Yes,High,Yes,7.348797091051894,Secondary
1391,North,Low,2,48.73165203545534,6,No,Yes,Yes,Unemployed,Yes,Low,Yes,1.8185190399397522,Primary
1392,West,High,5,35.85179038162748,8,No,Yes,No,Unemployed,No,Low,No,2.436991548601181,Primary
1393,South,High,6,83.92235678959554,5,No,Yes,No,Employed,Yes,High,Yes,5.391650729054288,None
1394,East,High,1,45.20613850518182,9,Yes,No,Yes,Employed,No,Medium,No,4.604104606626421,Tertiary
1395,North,Medium,7,42.811964373806674,2,Yes,No,Yes,Employed,Yes,Low,Yes,8.33525851798563,Primary
1396,West,Medium,2,60.06897040868001,3,No,Yes,Yes,Unemployed,Yes,Medium,No,9.453294713994714,None
1397,South,Low,4,16.48917370008987,3,Yes,Yes,No,Unemployed,No,Medium,No,9.48533865720664,Secondary
1398,East,Low,6,70.53863574532174,6,No,Yes,No,Unemployed,No,High,Yes,2.323026187135798,Tertiary
1399,South,High,6,71.47190574438972,13,Yes,No,No,Unemployed,No,Low,No,7.17605272710791,Tertiary
1400,North,Low,3,47.92206677821341,4,No,Yes,No,Unemployed,No,High,No,6.137082399619856,None
1401,West,Medium,1,86.45583528003426,6,No,Yes,Yes,Employed,Yes,Low,Yes,4.332072887070158,Secondary
1402,West,Low,1,56.34712886365982,5,Yes,No,Yes,Employed,Yes,Medium,No,9.953456609285668,Tertiary
1403,North,Low,2,65.61891633959927,3,No,No,No,Employed,No,Low,No,5.104406252256782,Primary
1404,North,Medium,2,83.9475964402481,4,No,No,Yes,Employed,Yes,Medium,No,6.98798209617111,Tertiary
1405,South,High,4,63.30762747398339,9,No,Yes,Yes,Employed,No,High,No,5.525575339880199,Primary
1406,North,High,7,44.546080618043774,4,Yes,No,Yes,Unemployed,No,High,No,1.9261354336373153,Secondary
1407,South,Low,7,11.981694050651868,2,Yes,Yes,Yes,Employed,Yes,High,No,2.2699021304656357,Tertiary
1408,West,Medium,5,68.26394525054475,6,No,No,No,Unemployed,Yes,Low,Yes,7.751289347144177,Tertiary
1409,East,Medium,2,87.1892809280836,5,No,No,No,Unemployed,No,Low,No,8.215154734547257,Primary
1410,West,Low,6,47.6188098828795,5,No,Yes,No,Unemployed,Yes,High,Yes,4.274363027485642,Tertiary
1411,West,High,2,37.181491023061135,9,Yes,Yes,Yes,Unemployed,No,Low,Yes,1.6026323604973627,Secondary
1412,East,High,2,51.540754113102274,6,No,Yes,Yes,Unemployed,No,Low,No,9.61304883499536,None
1413,East,High,7,68.27497645477274,3,Yes,No,Yes,Employed,No,Low,No,5.4736515717720415,Secondary
1414,East,Medium,4,10.055237958563943,5,No,No,No,Unemployed,No,Medium,No,2.207334924747142,None
1415,West,Medium,3,80.97693781854828,6,Yes,No,Yes,Employed,Yes,Low,No,2.786138276305383,Primary
1416,North,Medium,5,80.90902877426575,4,No,Yes,Yes,Employed,Yes,High,Yes,1.408241667364834,None
1417,West,High,4,53.3038346886967,3,No,Yes,Yes,Employed,Yes,High,Yes,7.388702948397303,None
1418,North,Low,2,19.790301294048636,0,No,No,Yes,Employed,No,Low,Yes,7.336846824295105,Tertiary
1419,South,Medium,3,63.744463569089696,5,No,No,Yes,Unemployed,No,Medium,No,6.422539626411745,Primary
1420,West,Medium,2,21.02765303706507,3,Yes,No,Yes,Employed,No,Medium,Yes,5.916702544861064,Tertiary
1421,East,Low,4,50.60377211461446,7,No,No,No,Employed,No,Medium,No,4.433417998002729,Primary
1422,West,High,1,17.490397758489358,4,No,Yes,No,Employed,Yes,High,No,9.5557023071339,Tertiary
1423,West,Medium,2,57.125227063800104,2,Yes,Yes,Yes,Unemployed,No,High,No,8.204691079231232,None
1424,East,High,7,35.445546009438985,7,Yes,No,Yes,Unemployed,No,Low,No,9.168595589573549,Secondary
1425,South,Medium,3,76.47931317900023,2,No,Yes,Yes,Employed,No,Low,Yes,3.8049336450661055,None
1426,South,Medium,5,73.99569009667317,3,Yes,Yes,Yes,Employed,Yes,Low,No,9.80455318702958,Tertiary
1427,South,Low,1,89.87791003795527,4,No,No,Yes,Unemployed,No,Medium,Yes,2.4881526865038963,Primary
1428,South,Low,2,30.600253976349183,6,Yes,No,No,Employed,Yes,Low,No,1.5064527951196902,Secondary
1429,West,Low,2,14.944087422366428,11,No,No,Yes,Unemployed,No,Low,No,3.8785641231546397,None
1430,West,Low,3,45.44026121190758,5,Yes,Yes,Yes,Unemployed,Yes,Low,No,2.811582212439383,Primary
1431,East,High,7,16.672266797325666,6,Yes,Yes,Yes,Unemployed,No,Low,No,5.657711717296201,Tertiary
1432,North,High,7,24.279977205261048,9,No,Yes,No,Unemployed,Yes,Low,Yes,4.1517933770772455,Secondary
1433,East,High,1,57.78401130892419,4,Yes,Yes,Yes,Employed,Yes,High,Yes,2.545715003173427,Primary
1434,South,Low,1,57.370468107543886,0,Yes,No,Yes,Unemployed,Yes,High,Yes,8.598324866466037,Secondary
1435,North,Medium,1,13.46619821837523,6,No,No,Yes,Employed,No,Medium,Yes,5.571734690514938,None
1436,East,High,2,45.432380113462294,6,Yes,No,Yes,Employed,Yes,Medium,No,1.9857694453644057,Secondary
1437,South,Low,1,52.41749542937933,3,No,No,Yes,Employed,Yes,Medium,Yes,1.6779981120376648,Secondary
1438,North,Low,2,31.44193902559893,8,No,No,Yes,Unemployed,Yes,High,No,4.448624059982956,None
1439,North,Low,2,79.76345455003953,4,Yes,No,Yes,Unemployed,Yes,High,Yes,9.17184618297115,Tertiary
1440,South,High,6,22.88789181171375,7,Yes,No,No,Employed,Yes,Low,Yes,5.571999096356516,Secondary
1441,North,Medium,1,30.312144400497154,7,No,Yes,No,Unemployed,Yes,Medium,Yes,2.2522185189580313,None
1442,East,High,4,22.559553202620243,6,No,No,No,Unemployed,Yes,Low,Yes,3.219690484210378,Primary
1443,East,Low,7,19.323730709644646,6,Yes,Yes,No,Employed,Yes,High,Yes,1.4453189741561918,Primary
1444,East,Low,5,80.31833472057008,6,No,Yes,No,Employed,No,Low,Yes,8.486562560581095,Primary
1445,North,Low,5,32.22873320559855,1,Yes,No,Yes,Employed,Yes,Low,No,9.514470448559877,Tertiary
1446,North,High,4,67.8019215574285,6,Yes,Yes,Yes,Unemployed,Yes,Low,Yes,1.7003242752985677,None
1447,South,Medium,1,44.23858877801998,5,Yes,Yes,Yes,Unemployed,Yes,Low,No,2.5568289082456443,None
1448,South,High,2,60.869878458713345,8,Yes,Yes,Yes,Unemployed,Yes,High,Yes,2.539620127712216,None
1449,North,Low,3,84.25409569377675,1,No,Yes,No,Employed,Yes,High,No,8.233355838009793,None
1450,East,Low,4,77.56862936345995,2,Yes,No,No,Unemployed,No,High,No,8.553450713705502,Tertiary
1451,North,Low,5,15.518911393619028,8,No,Yes,No,Unemployed,No,High,Yes,4.773463199115314,Tertiary
1452,West,High,5,77.61620282233741,6,No,No,Yes,Unemployed,Yes,Medium,No,9.723972833662213,Primary
1453,East,High,2,46.14588122245577,7,Yes,Yes,No,Employed,No,Medium,Yes,3.335290831671431,None
1454,West,High,5,38.01165815039083,6,Yes,Yes,Yes,Employed,No,Low,Yes,5.726081919520511,Primary
1455,South,Low,5,63.79103403693027,3,Yes,No,No,Unemployed,No,Low,No,9.966596315214755,Secondary
1456,North,High,2,86.01662984793984,2,Yes,No,No,Employed,No,Low,No,8.44393453046783,Secondary
1457,West,Medium,1,17.530839807050995,3,No,Yes,Yes,Employed,Yes,Low,Yes,5.384661963151031,Primary
1458,North,Medium,7,71.44616242001914,9,Yes,No,Yes,Unemployed,No,Medium,No,1.9767304187121388,Tertiary
1459,West,Medium,6,26.280642460636436,4,No,No,Yes,Employed,No,High,Yes,9.139168252206362,Secondary
1460,North,High,7,40.4108898261599,2,No,No,Yes,Employed,Yes,Low,No,5.8791323269213125,Primary
1461,East,Low,5,79.90584130106,8,Yes,No,Yes,Employed,Yes,Medium,No,3.7751271305556098,None
1462,South,Low,6,53.66393472098715,6,Yes,No,No,Unemployed,Yes,Medium,Yes,5.060968895153506,Primary
1463,East,Low,6,15.396531836034102,4,No,Yes,Yes,Employed,Yes,Low,No,3.79835400477007,None
1464,South,Low,1,50.64388401093907,9,No,No,No,Employed,No,Low,Yes,5.959499416927993,Secondary
1465,East,Low,3,73.17135213131394,6,No,Yes,Yes,Unemployed,No,Medium,Yes,3.4564221758911176,Primary
1466,South,High,1,52.31044702124747,4,No,Yes,Yes,Employed,No,Medium,Yes,5.013852049246074,None
1467,East,Medium,2,23.351139118324184,4,No,Yes,No,Employed,No,Low,Yes,4.836342367461542,Tertiary
1468,North,High,2,45.60328600460255,5,Yes,No,Yes,Employed,No,High,Yes,6.544622831759876,Primary
1469,East,Low,2,83.94762944317195,3,No,Yes,Yes,Employed,No,High,No,1.1274941712887143,Tertiary
1470,West,High,5,62.65631920752904,6,No,No,No,Unemployed,Yes,Low,Yes,6.388760794123577,Primary
1471,West,High,4,68.39092052068715,4,No,No,Yes,Employed,No,Low,Yes,6.338023985485676,Tertiary
1472,North,High,5,72.87492059595603,5,Yes,No,Yes,Employed,Yes,High,No,4.530594533300986,Primary
1473,North,Low,1,17.255473935466785,4,No,Yes,Yes,Unemployed,No,Medium,No,3.2220945146918645,Tertiary
1474,North,Low,3,56.52292474159711,4,Yes,No,Yes,Unemployed,Yes,Low,No,8.553261947546815,Secondary
1475,West,Low,3,40.07321545482465,2,No,Yes,Yes,Unemployed,Yes,Low,Yes,4.10305079496584,None
1476,East,High,3,21.13273309376777,5,Yes,No,No,Employed,Yes,High,No,3.80556481662656,Secondary
1477,North,High,6,26.216764664321907,2,Yes,Yes,Yes,Unemployed,No,Low,No,5.168502682426653,Tertiary
1478,East,Medium,3,72.49283789797875,5,Yes,Yes,Yes,Employed,No,Medium,Yes,3.501908724732986,None
1479,South,Medium,6,22.919128423181824,7,No,No,No,Unemployed,No,Medium,Yes,8.476870082306702,Tertiary
1480,East,Low,4,34.993488577737544,6,No,No,No,Unemployed,No,Low,No,6.0845328325810675,Primary
1481,East,Medium,7,32.78986706104652,4,Yes,No,No,Employed,No,Medium,No,7.789412019748933,Tertiary
1482,West,Low,3,13.890429113165412,0,Yes,Yes,Yes,Employed,Yes,Medium,No,7.708440382699343,Secondary
1483,East,Low,6,46.97267593914869,3,No,No,No,Unemployed,No,Medium,No,8.093865789977874,None
1484,West,High,5,71.2743873735367,5,Yes,Yes,No,Employed,Yes,Low,Yes,8.822852644840296,Tertiary
1485,South,Medium,3,11.772210619911974,9,Yes,Yes,Yes,Unemployed,Yes,Low,No,9.275175660950502,None
1486,West,Low,2,19.00411603839169,3,Yes,Yes,Yes,Unemployed,No,Low,No,4.452481554633982,Secondary
1487,South,Low,1,67.61493436780543,7,Yes,No,Yes,Employed,No,Medium,Yes,4.993457601393866,None
1488,South,Medium,5,57.48647925383309,4,Yes,No,Yes,Unemployed,Yes,High,Yes,1.4505300558950394,None
1489,North,Medium,4,67.21980912389455,6,Yes,No,No,Unemployed,No,High,No,9.331357398492749,Primary
1490,East,Medium,5,28.40831639017108,5,Yes,No,Yes,Employed,Yes,High,No,6.284306886440401,None
1491,East,Medium,2,74.30150266379239,6,No,Yes,Yes,Employed,Yes,Medium,No,7.410830304787751,Tertiary
1492,North,Medium,3,48.38968480882214,2,Yes,Yes,No,Unemployed,No,High,Yes,4.924047292635701,None
1493,North,Medium,3,58.82415793430857,5,Yes,No,No,Unemployed,Yes,Low,Yes,5.264631275428214,Secondary
1494,East,Medium,4,17.3722733760669,8,Yes,No,Yes,Unemployed,No,Medium,No,5.888588071993941,None
1495,North,Low,7,26.402526668785704,6,No,Yes,No,Unemployed,No,High,Yes,8.15821101926154,Primary
1496,North,High,1,71.86863052882465,9,No,No,No,Unemployed,Yes,Medium,No,6.516717318964012,Secondary
1497,South,Low,3,27.912675295102282,7,Yes,Yes,Yes,Unemployed,No,Medium,No,8.300892915416203,Tertiary
1498,North,Low,6,17.402386201716695,3,Yes,Yes,Yes,Unemployed,Yes,Low,No,2.9501743382039654,Secondary
1499,North,High,4,57.77626258016802,2,No,No,No,Unemployed,No,Medium,Yes,2.8525496957051737,None
1500,West,High,7,53.834921292938624,8,Yes,Yes,No,Employed,Yes,Low,No,2.861322376919767,Secondary
1501,East,High,7,58.631514318663434,3,No,Yes,No,Employed,No,Low,Yes,1.0435946237893403,Tertiary
1502,West,Medium,7,59.464439709047305,7,Yes,Yes,No,Unemployed,No,High,Yes,2.6115728109016696,Tertiary
1503,North,Medium,3,50.0157876691603,6,Yes,No,Yes,Employed,Yes,High,Yes,2.068722217943309,Secondary
1504,North,Medium,6,49.501913645492465,2,No,Yes,No,Employed,No,Medium,No,5.0837892420731325,Secondary
1505,West,Low,7,83.933245223157,4,No,No,No,Unemployed,No,High,Yes,2.145166423399985,Primary
1506,North,High,5,52.71053799037922,5,No,Yes,Yes,Employed,Yes,Medium,No,4.742665141300414,Tertiary
1507,South,High,4,59.3840161931087,5,Yes,No,Yes,Employed,No,Low,Yes,9.995528037208697,Primary
1508,West,Low,4,31.357551355099567,4,Yes,Yes,Yes,Employed,No,Medium,No,5.530303489505688,None
1509,West,Medium,4,79.6874560641753,5,Yes,Yes,Yes,Employed,Yes,Low,Yes,9.321824530301202,Tertiary
1510,East,High,3,11.949447412733054,5,Yes,Yes,No,Employed,No,Low,Yes,7.317174481550399,Tertiary
1511,West,Low,4,54.57814098382195,10,Yes,Yes,No,Unemployed,No,Medium,Yes,9.048886571717656,Primary
1512,South,Medium,5,40.70802361584869,3,Yes,No,Yes,Unemployed,No,Low,Yes,6.630226097092784,None
1513,North,Low,1,58.31233564483816,3,Yes,Yes,Yes,Employed,No,High,No,8.290850893835561,Secondary
1514,West,Medium,1,38.813763981710416,2,No,Yes,No,Unemployed,No,Medium,Yes,3.7252032637130013,Tertiary
1515,West,Low,2,67.41503293741175,3,Yes,No,No,Employed,No,High,No,4.347180179445773,Primary
1516,East,Medium,5,11.626515437874465,0,No,Yes,Yes,Employed,No,Low,Yes,9.642338283360182,Tertiary
1517,East,Low,5,42.47115510153144,6,Yes,Yes,No,Unemployed,Yes,Low,No,3.407804141992267,Primary
1518,North,Low,4,76.50108797939309,4,No,No,No,Employed,No,Medium,No,4.792348160010528,Primary
1519,West,Low,7,30.01605742235487,9,No,Yes,No,Employed,Yes,Low,Yes,6.860429161060244,Primary
1520,South,Low,2,14.22007027042576,6,Yes,No,No,Employed,Yes,High,Yes,4.531628750358966,Tertiary
1521,North,High,6,49.72192596521349,6,Yes,Yes,Yes,Unemployed,No,Medium,Yes,1.188505322503131,Secondary
1522,South,High,6,88.1226768421432,5,Yes,No,Yes,Unemployed,Yes,Medium,No,8.13007360087127,Secondary
1523,West,High,5,15.132684922810933,5,Yes,Yes,Yes,Unemployed,Yes,High,No,4.020841666435052,Primary
1524,North,High,5,15.604519419983465,4,Yes,No,No,Unemployed,Yes,Low,Yes,3.048983029123363,Secondary
1525,East,Low,5,57.60932519573426,4,No,No,Yes,Employed,No,Low,Yes,5.550091374296243,Secondary
1526,East,High,3,30.005417030250328,7,Yes,No,No,Unemployed,Yes,Medium,No,1.0758928465570747,Tertiary
1527,South,High,5,42.81849869097803,7,Yes,Yes,No,Unemployed,Yes,High,No,8.775038604394975,Secondary
1528,North,Low,6,76.44057223995127,1,No,Yes,Yes,Employed,No,Medium,Yes,3.35214965199608,None
1529,South,High,3,25.907894734601314,2,Yes,No,No,Unemployed,Yes,Medium,Yes,9.30472129515806,Primary
1530,East,High,7,67.54399495851465,10,No,Yes,No,Employed,Yes,Low,Yes,7.099810693920041,None
1531,West,Medium,6,50.358841061404505,7,No,No,Yes,Employed,Yes,Medium,No,5.937839440900488,Tertiary
1532,East,High,5,82.39661539314173,5,Yes,No,Yes,Employed,Yes,High,No,8.256298864670555,Tertiary
1533,West,Medium,7,87.83696002348512,5,No,Yes,Yes,Unemployed,Yes,High,No,9.939308258355327,None
1534,South,High,6,48.796862852271666,8,Yes,No,Yes,Employed,No,High,Yes,3.26088111293567,Tertiary
1535,South,Low,1,56.77176472923735,7,No,Yes,Yes,Unemployed,No,High,No,4.195865010985051,Secondary
1536,South,High,7,69.66740325900426,4,No,No,No,Unemployed,No,Low,Yes,5.359820955915995,None
1537,West,Low,3,35.4939313497604,7,No,Yes,Yes,Unemployed,No,Low,Yes,5.8552988529494385,Secondary
1538,South,High,7,28.139228041859745,5,Yes,No,No,Employed,Yes,Low,Yes,5.976735610778697,Secondary
1539,South,High,3,87.17481379544041,4,Yes,No,Yes,Employed,No,Low,Yes,5.940752543617867,Tertiary
1540,North,Low,7,44.609231297566254,5,Yes,Yes,No,Unemployed,No,High,No,8.45417455306011,Tertiary
1541,West,Low,4,10.127266121261895,4,No,Yes,No,Unemployed,No,High,No,4.641405744542498,None
1542,South,Low,5,77.01746388200668,5,No,Yes,Yes,Employed,No,Medium,Yes,1.0987408675294357,Tertiary
1543,South,Low,2,57.97313290328685,6,No,No,No,Employed,Yes,Medium,No,8.881242878692042,Primary
1544,West,Medium,7,23.48468501762433,4,Yes,No,Yes,Employed,No,Low,No,6.9602696756525235,Tertiary
1545,West,Medium,2,12.411175454166319,6,No,Yes,No,Employed,No,Medium,Yes,2.705333742484693,Primary
1546,East,Low,2,33.31859448333849,9,Yes,Yes,No,Employed,No,Low,No,1.266408062672982,Tertiary
1547,East,Medium,2,84.23096763789317,4,No,Yes,No,Unemployed,Yes,Low,No,3.8420187154046075,Tertiary
1548,North,High,1,84.67929360284899,6,No,Yes,Yes,Unemployed,No,Low,No,2.120029605114097,Secondary
1549,South,High,2,34.88027890416945,2,No,Yes,Yes,Unemployed,Yes,Medium,Yes,9.071429521561841,None
1550,West,High,6,76.87447942565734,8,No,Yes,No,Employed,No,Medium,Yes,3.5007971101462543,Primary
1551,South,Medium,4,45.34762586056765,2,No,Yes,Yes,Employed,No,Low,No,7.3509948131437035,None
1552,East,Medium,2,62.34757993092756,3,Yes,Yes,No,Unemployed,Yes,High,Yes,6.92190246573554,Tertiary
1553,East,High,4,36.755510069687205,4,No,Yes,Yes,Unemployed,Yes,Medium,No,7.425774394969308,Tertiary
1554,East,Low,3,51.2778077016788,5,No,Yes,No,Employed,No,High,Yes,5.770380328664182,Tertiary
1555,West,High,7,33.50235572402612,7,No,No,Yes,Employed,No,Low,No,7.567127013773882,None
1556,South,Medium,6,14.889148988517018,4,No,Yes,Yes,Unemployed,No,Low,Yes,5.611528961874379,None
1557,West,High,5,21.15025489532311,11,No,No,Yes,Unemployed,Yes,Medium,No,4.39846447246648,Secondary
1558,South,High,7,33.25395955785898,2,Yes,No,No,Unemployed,Yes,Medium,Yes,8.725970430097068,Secondary
1559,North,Medium,7,88.10030271809039,6,Yes,No,No,Employed,Yes,Medium,Yes,5.128535820366741,Secondary
1560,East,Medium,2,87.25377201999933,3,Yes,No,No,Employed,Yes,Low,Yes,6.1123337736151395,Primary
1561,East,Medium,4,76.21306739876249,3,No,No,Yes,Unemployed,Yes,High,No,5.185047998056602,None
1562,East,Medium,6,28.60048408768695,5,Yes,No,No,Employed,Yes,High,No,7.979487953911952,Secondary
1563,East,High,4,45.32817124334581,5,No,No,Yes,Unemployed,No,Medium,Yes,5.857786347430679,None
1564,West,Medium,5,45.18262707925635,7,No,Yes,Yes,Unemployed,No,Medium,No,5.237011715932786,Tertiary
1565,East,Low,3,40.957859585454706,6,No,Yes,Yes,Employed,No,Medium,No,3.320428214460149,None
1566,South,Medium,2,13.590424407179649,4,Yes,No,Yes,Unemployed,Yes,High,Yes,9.20387569483707,Secondary
1567,South,Medium,4,52.76218993794542,3,No,No,No,Unemployed,No,Medium,No,8.768531865917431,Primary
1568,East,High,7,15.824959369988871,7,Yes,No,Yes,Unemployed,No,Medium,Yes,4.883442944971145,Secondary
1569,East,Low,2,74.1534944574355,3,Yes,No,Yes,Unemployed,Yes,Low,No,6.9374746509657665,None
1570,West,Low,6,65.30457142758252,3,No,No,No,Employed,No,Medium,No,5.573018233309771,Tertiary
1571,West,Low,1,38.21896053148278,4,No,Yes,No,Employed,Yes,Low,Yes,2.5856503516778213,Tertiary
1572,South,Medium,7,61.77091057699705,5,No,No,No,Unemployed,Yes,High,No,4.384262157875163,None
1573,South,High,4,28.642960524727847,5,No,No,No,Unemployed,No,Medium,Yes,8.678959383526328,Primary
1574,North,High,3,31.220005196530593,8,Yes,Yes,Yes,Employed,No,High,No,8.176942448050811,Secondary
1575,South,Medium,6,35.13068135403239,10,Yes,No,Yes,Employed,No,High,No,1.9224216263290543,None
1576,North,Low,5,73.76092799482637,6,No,No,No,Unemployed,No,High,No,1.6778921408089515,None
1577,East,Low,4,26.85530774768676,7,Yes,No,Yes,Unemployed,Yes,High,No,8.681650674551541,None
1578,East,High,1,55.022498198883085,5,No,Yes,No,Unemployed,Yes,High,Yes,9.093773846075571,None
